timestamp_ns,realized_pnl,unrealized_pnl,position_size,entry_price,mark_price
14603505929208,0.0000,0.0000,0.000000,0.00,0.00
14608506481041,0.0000,0.0000,0.000000,0.00,0.00
14613509905000,0.0000,0.0000,0.000000,0.00,0.00
14618510495708,0.0000,0.0000,0.000000,0.00,0.00
14623513329875,0.0000,0.0000,0.000000,0.00,0.00
14628514601000,0.0000,0.0000,0.000000,0.00,0.00
14633515621875,0.0000,0.0000,0.000000,0.00,0.00
