timestamp_ns,realized_pnl,unrealized_pnl,position_size,entry_price
388222092460625,0.0000,0.0000,0.0900,0.0
388232093496583,0.0000,0.0000,0.0990,0.0
388242093666791,0.0000,0.0000,0.0990,0.0
388252094461250,0.0000,0.0000,0.0990,0.0
