timestamp_ns,side,price,qty,confidence
388731141632166,buy,0.0,0.0010,0.9325
388731191956208,buy,0.0,0.0010,0.9325
388731243021750,buy,0.0,0.0010,0.9325
388731293252791,buy,0.0,0.0010,0.9325
388731344424166,buy,0.0,0.0010,0.9325
388731394897541,buy,0.0,0.0010,0.9325
388731445992708,buy,0.0,0.0010,0.9325
388731496763500,buy,0.0,0.0010,0.9325
388731547813625,buy,0.0,0.0010,0.9325
388731598037166,buy,0.0,0.0010,1.0000
388731649100791,buy,0.0,0.0010,1.0000
388731699989875,buy,0.0,0.0010,1.0000
388731751019416,buy,0.0,0.0010,1.0000
388731802054958,buy,0.0,0.0010,1.0000
388731852423333,buy,0.0,0.0010,1.0000
388731903569458,buy,0.0,0.0010,1.0000
388731954598416,buy,0.0,0.0010,1.0000
388732005652875,buy,0.0,0.0010,1.0000
388732056694666,buy,0.0,0.0010,1.0000
388732107657041,buy,0.0,0.0010,0.9618
388732158835458,buy,0.0,0.0010,0.9325
388732209953708,buy,0.0,0.0010,0.8834
388732260373333,buy,0.0,0.0010,1.0000
388732311460541,buy,0.0,0.0010,1.0000
388732362377916,buy,0.0,0.0010,1.0000
388732413428625,buy,0.0,0.0010,1.0000
388732464470666,buy,0.0,0.0010,1.0000
388732514696500,buy,0.0,0.0010,1.0000
388732565750958,buy,0.0,0.0010,1.0000
388732616805708,buy,0.0,0.0010,1.0000
388732667866875,buy,0.0,0.0010,1.0000
388732718931250,buy,0.0,0.0010,1.0000
388732769993916,buy,0.0,0.0010,0.9994
388732821053083,buy,0.0,0.0010,0.9994
388732873162750,buy,0.0,0.0010,0.9994
388732923798291,buy,0.0,0.0010,0.9997
388732974825125,buy,0.0,0.0010,0.9997
388733025855458,buy,0.0,0.0010,0.9786
388733076900541,buy,0.0,0.0010,0.9786
388733127939625,buy,0.0,0.0010,0.9935
388733178875791,buy,0.0,0.0010,0.9935
388733228983458,buy,0.0,0.0010,0.9935
388733280036625,buy,0.0,0.0010,0.9786
388733331086875,buy,0.0,0.0010,0.9786
388733382129125,buy,0.0,0.0010,0.9882
388733433174750,buy,0.0,0.0010,0.9786
388733484222500,buy,0.0,0.0010,0.9786
388733535274541,buy,0.0,0.0010,0.9882
388733586333583,buy,0.0,0.0010,0.9935
388733637413833,buy,0.0,0.0010,0.8834
388733688487166,buy,0.0,0.0010,0.8834
388733739547875,buy,0.0,0.0010,0.8834
388733789606125,buy,0.0,0.0010,0.8834
388733840628583,buy,0.0,0.0010,0.9999
388733890698416,buy,0.0,0.0010,0.9999
388733941720458,buy,0.0,0.0010,0.9999
388733991952708,buy,0.0,0.0010,1.0000
388734050479541,buy,0.0,0.0010,1.0000
388734101511791,buy,0.0,0.0010,1.0000
388734151593666,buy,0.0,0.0010,1.0000
388734202053375,buy,0.0,0.0010,1.0000
388734253189416,buy,0.0,0.0010,1.0000
388734304272000,buy,0.0,0.0010,1.0000
388734355388083,buy,0.0,0.0010,0.9935
388734406451625,buy,0.0,0.0010,0.9980
388734456871125,buy,0.0,0.0010,0.9989
388734507928666,buy,0.0,0.0010,0.9325
388734558984375,buy,0.0,0.0010,0.9325
