timestamp_ns,realized_pnl,unrealized_pnl,position_size,entry_price
389773506725458,0.0000,0.0000,0.0810,0.0
389783507675375,0.0000,0.0000,0.0990,0.0
389793507927208,0.0000,0.0000,0.0990,0.0
389803508967458,0.0000,0.0000,0.0990,0.0
389813510010250,0.0000,0.0000,0.0990,0.0
389823510251041,0.0000,0.0000,0.0990,0.0
