timestamp_ns,imb5,imb20,liq_slope,cancel_spike,spread_chg,aggr_ratio,vol_accel,trade_vel,mp_dev,ewma_vol,st_pressure
387591996767541,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
387592047828000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
387592097892208,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,20.000000,0.000000,0.000000,0.000000
387592148481750,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,20.000000,0.000000,0.000000,0.000000
387592199543791,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,20.000000,0.000000,0.000000,0.000000
387592250589916,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,20.000000,0.000000,0.000000,0.000000
387592300753958,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,20.000000,0.000000,0.000000,0.000000
387592351374625,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387592401642958,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387592452721333,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387592503088666,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387592554451416,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387592605054125,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,6.000000,0.000000,0.000000,0.000000
387592656024458,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,6.000000,0.000000,0.000000,0.000000
387592706704208,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,6.000000,0.000000,0.000000,0.000000
387592756968250,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387592807120791,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,36.000000,0.000000,0.000000,0.000000
387592858165083,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,34.000000,0.000000,0.000000,0.000000
387592908853333,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,34.000000,0.000000,0.000000,0.000000
387592959885916,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,34.000000,0.000000,0.000000,0.000000
387593010462041,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,34.000000,0.000000,0.000000,0.000000
387593060670583,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,36.000000,0.000000,0.000000,0.000000
387593111729625,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,36.000000,0.000000,0.000000,0.000000
387593162790083,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,36.000000,0.000000,0.000000,0.000000
387593213839625,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,36.000000,0.000000,0.000000,0.000000
387593264882750,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,6.000000,0.000000,0.000000,0.000000
387593315925125,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,6.000000,0.000000,0.000000,0.000000
387593366940625,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593417987291,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593469029458,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593520064166,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,6.000000,0.000000,0.000000,0.000000
387593571099166,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593622139875,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593673170833,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593723589583,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593774684958,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593825493291,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593875768291,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593926824166,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387593977904250,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594028963958,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,2.000000,0.000000,0.000000,0.000000
387594080019916,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,2.000000,0.000000,0.000000,0.000000
387594131086333,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594182177208,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594233218500,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594283660583,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594334535541,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594384749500,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594435842000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594486842250,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387594537880583,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,14.000000,0.000000,0.000000,0.000000
387594588915416,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,112.000000,0.000000,0.000000,0.000000
387594639950166,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,132.000000,0.000000,0.000000,0.000000
387594691006708,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,132.000000,0.000000,0.000000,0.000000
387594742066125,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,132.000000,0.000000,0.000000,0.000000
387594792749541,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,184.000000,0.000000,0.000000,0.000000
387594843801541,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,186.000000,0.000000,0.000000,0.000000
387594894876708,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,184.000000,0.000000,0.000000,0.000000
387594945949875,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,184.000000,0.000000,0.000000,0.000000
387594996316000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,192.000000,0.000000,0.000000,0.000000
387595047371458,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,198.000000,0.000000,0.000000,0.000000
387595098381625,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,90.000000,0.000000,0.000000,0.000000
387595149435500,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,78.000000,0.000000,0.000000,0.000000
387595200529833,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,78.000000,0.000000,0.000000,0.000000
387595251567833,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,78.000000,0.000000,0.000000,0.000000
387595301616083,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387595352661833,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,24.000000,0.000000,0.000000,0.000000
387595403071250,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,24.000000,0.000000,0.000000,0.000000
387595454108750,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,24.000000,0.000000,0.000000,0.000000
387595504566000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,14.000000,0.000000,0.000000,0.000000
387595555603625,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
387595606243666,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387595657283916,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387595707723458,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387595758794500,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,4.000000,0.000000,0.000000,0.000000
387595809642083,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,58.000000,0.000000,0.000000,0.000000
387595860717666,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,58.000000,0.000000,0.000000,0.000000
387595911774708,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,58.000000,0.000000,0.000000,0.000000
387595962830083,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,58.000000,0.000000,0.000000,0.000000
387596013898458,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,58.000000,0.000000,0.000000,0.000000
387596064545666,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,58.000000,0.000000,0.000000,0.000000
387596115621125,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,54.000000,0.000000,0.000000,0.000000
387596166685583,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,54.000000,0.000000,0.000000,0.000000
387596217789083,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,54.000000,0.000000,0.000000,0.000000
387596267953833,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,54.000000,0.000000,0.000000,0.000000
387596319040458,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387596370130416,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,26.000000,0.000000,0.000000,0.000000
387596420506666,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,80.000000,0.000000,0.000000,0.000000
387596470724458,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,86.000000,0.000000,0.000000,0.000000
387596521811916,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,86.000000,0.000000,0.000000,0.000000
387596572929750,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,86.000000,0.000000,0.000000,0.000000
387596624029708,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,86.000000,0.000000,0.000000,0.000000
387596675148541,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,86.000000,0.000000,0.000000,0.000000
387596726217208,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,86.000000,0.000000,0.000000,0.000000
387596777246791,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,80.000000,0.000000,0.000000,0.000000
387596827898875,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,68.000000,0.000000,0.000000,0.000000
387596878928666,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,62.000000,0.000000,0.000000,0.000000
387596929952000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,10.000000,0.000000,0.000000,0.000000
387596980425708,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,10.000000,0.000000,0.000000,0.000000
387597031466166,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,10.000000,0.000000,0.000000,0.000000
387597082516791,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,10.000000,0.000000,0.000000,0.000000
387597133551416,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,10.000000,0.000000,0.000000,0.000000
387597183853458,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,10.000000,0.000000,0.000000,0.000000
387597234950041,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,16.000000,0.000000,0.000000,0.000000
387597286004958,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,16.000000,0.000000,0.000000,0.000000
