timestamp_ns,side,price,qty,confidence
388504133994083,buy,0.0,0.0010,0.9964
388504185112541,buy,0.0,0.0010,0.9964
388504236190583,buy,0.0,0.0010,0.9980
388504287175375,buy,0.0,0.0010,0.9997
388504338259250,buy,0.0,0.0010,0.9997
388504389348250,buy,0.0,0.0010,0.9997
388504439650583,buy,0.0,0.0010,1.0000
388504490745000,buy,0.0,0.0010,1.0000
388504541540500,buy,0.0,0.0010,1.0000
388504592007208,buy,0.0,0.0010,1.0000
388504643058541,buy,0.0,0.0010,0.9998
388504693417833,buy,0.0,0.0010,0.9998
388504743670083,buy,0.0,0.0010,0.9997
388504794687125,buy,0.0,0.0010,0.9980
388504844915125,buy,0.0,0.0010,0.9980
388504895093458,buy,0.0,0.0010,0.9980
388505096857250,buy,0.0,0.0010,0.6953
388505147916416,buy,0.0,0.0010,0.8834
388505197985958,buy,0.0,0.0010,0.9325
388505249047000,buy,0.0,0.0010,0.9618
388505299299916,buy,0.0,0.0010,0.9618
388505349354333,buy,0.0,0.0010,0.9618
388505399722083,buy,0.0,0.0010,0.9618
388505449799916,buy,0.0,0.0010,0.9618
388505499900000,buy,0.0,0.0010,0.9618
388505550957916,buy,0.0,0.0010,0.9618
388505601784250,buy,0.0,0.0010,0.8834
388505652827333,buy,0.0,0.0010,0.8834
388505703714875,buy,0.0,0.0010,0.9325
388505754807125,buy,0.0,0.0010,0.8834
388505805833958,buy,0.0,0.0010,0.9618
388505856908500,buy,0.0,0.0010,0.9618
388505907940416,buy,0.0,0.0010,0.9618
388505958968458,buy,0.0,0.0010,0.9618
388506010351041,buy,0.0,0.0010,0.9786
388506060404208,buy,0.0,0.0010,0.9989
388506111441833,buy,0.0,0.0010,0.9980
388506162504125,buy,0.0,0.0010,0.9980
388506213580541,buy,0.0,0.0010,0.9935
388506264659208,buy,0.0,0.0010,0.9935
388506315743958,buy,0.0,0.0010,0.9882
388506366213166,buy,0.0,0.0010,0.9964
388506417274875,buy,0.0,0.0010,0.9964
388506468360166,buy,0.0,0.0010,0.9964
388506519451750,buy,0.0,0.0010,0.9882
388506570525000,buy,0.0,0.0010,0.9618
388506620835000,buy,0.0,0.0010,0.9618
388506671949541,buy,0.0,0.0010,0.9618
388506722976208,buy,0.0,0.0010,0.9618
388506774001500,buy,0.0,0.0010,0.9618
388506825023625,buy,0.0,0.0010,0.8061
388506875538916,buy,0.0,0.0010,0.8061
388506926566833,buy,0.0,0.0010,0.8061
388506977612875,buy,0.0,0.0010,0.8061
388507028660291,buy,0.0,0.0010,0.8061
388507079714375,buy,0.0,0.0010,0.6953
388507130497291,buy,0.0,0.0010,0.6953
388507181516541,buy,0.0,0.0010,0.6953
388507232561375,buy,0.0,0.0010,0.8834
388507283598583,buy,0.0,0.0010,0.8834
388507334636708,buy,0.0,0.0010,0.8834
388507385680625,buy,0.0,0.0010,1.0000
388507436723750,buy,0.0,0.0010,1.0000
388507486845500,buy,0.0,0.0010,1.0000
388507537015291,buy,0.0,0.0010,1.0000
388507587486041,buy,0.0,0.0010,1.0000
388507637883625,buy,0.0,0.0010,1.0000
388507688235500,buy,0.0,0.0010,1.0000
388507738942250,buy,0.0,0.0010,1.0000
388507789973208,buy,0.0,0.0010,1.0000
388507840994458,buy,0.0,0.0010,1.0000
388507892033041,buy,0.0,0.0010,1.0000
388507942725541,buy,0.0,0.0010,1.0000
388507993782333,buy,0.0,0.0010,1.0000
388508044837000,buy,0.0,0.0010,1.0000
388508095000791,buy,0.0,0.0010,1.0000
388508146027375,buy,0.0,0.0010,0.9935
388508196977333,buy,0.0,0.0010,0.6953
388508248041750,buy,0.0,0.0010,0.8834
388508298188541,buy,0.0,0.0010,0.9325
388508349246791,buy,0.0,0.0010,0.9325
388508400049416,buy,0.0,0.0010,0.9325
388508451113708,buy,0.0,0.0010,0.9325
388508501633041,buy,0.0,0.0010,0.8834
388508552694250,buy,0.0,0.0010,0.8834
388508603745750,buy,0.0,0.0010,0.8834
388508654226958,buy,0.0,0.0010,0.8834
388508704832291,buy,0.0,0.0010,0.8061
388508755856041,buy,0.0,0.0010,1.0000
388508805947208,buy,0.0,0.0010,1.0000
388508856193750,buy,0.0,0.0010,1.0000
388508907223708,buy,0.0,0.0010,1.0000
388508958251250,buy,0.0,0.0010,1.0000
388509009276750,buy,0.0,0.0010,1.0000
388509060333458,buy,0.0,0.0010,1.0000
388509111393583,buy,0.0,0.0010,1.0000
388509162446416,buy,0.0,0.0010,1.0000
388509213505125,buy,0.0,0.0010,1.0000
388509264588250,buy,0.0,0.0010,0.9325
388509315673916,buy,0.0,0.0010,0.9325
388509366733083,buy,0.0,0.0010,0.9999
388509417817625,buy,0.0,0.0010,0.9999
388509468899833,buy,0.0,0.0010,0.9999
388509519980708,buy,0.0,0.0010,0.9998
388509571075000,buy,0.0,0.0010,0.9999
388509621763916,buy,0.0,0.0010,0.9999
388509672810500,buy,0.0,0.0010,0.9999
388509723855250,buy,0.0,0.0010,0.9994
388509774880625,buy,0.0,0.0010,0.9994
388509825920375,buy,0.0,0.0010,0.9994
388509876986666,buy,0.0,0.0010,0.6953
388509928037291,buy,0.0,0.0010,0.6953
388509979096750,buy,0.0,0.0010,0.8061
388510030153625,buy,0.0,0.0010,0.8061
388510081215708,buy,0.0,0.0010,0.6953
388510132280333,buy,0.0,0.0010,0.6953
388510183331333,buy,0.0,0.0010,0.6953
388510234390500,buy,0.0,0.0010,0.6953
388510285501500,buy,0.0,0.0010,0.6953
388510335768125,buy,0.0,0.0010,0.6953
388510386879291,buy,0.0,0.0010,0.8061
388510437108291,buy,0.0,0.0010,0.9997
388510488152541,buy,0.0,0.0010,0.9999
388510538563916,buy,0.0,0.0010,1.0000
388510589614083,buy,0.0,0.0010,1.0000
388510640659666,buy,0.0,0.0010,1.0000
388510691045458,buy,0.0,0.0010,1.0000
388510742084166,buy,0.0,0.0010,1.0000
388510793001041,buy,0.0,0.0010,1.0000
388510844040541,buy,0.0,0.0010,1.0000
388510894194916,buy,0.0,0.0010,1.0000
388510945257833,buy,0.0,0.0010,1.0000
388510995604583,buy,0.0,0.0010,1.0000
388511046659833,buy,0.0,0.0010,1.0000
388511096841875,buy,0.0,0.0010,1.0000
388511147905875,buy,0.0,0.0010,1.0000
388511198413875,buy,0.0,0.0010,0.9980
388511249471708,buy,0.0,0.0010,0.6953
388511402115583,buy,0.0,0.0010,0.9964
388511452335458,buy,0.0,0.0010,0.9994
388511503153416,buy,0.0,0.0010,1.0000
388511553517416,buy,0.0,0.0010,1.0000
388511603816250,buy,0.0,0.0010,1.0000
388511654882041,buy,0.0,0.0010,1.0000
388511705917375,buy,0.0,0.0010,1.0000
388511756958583,buy,0.0,0.0010,1.0000
388511807035750,buy,0.0,0.0010,1.0000
388511858118458,buy,0.0,0.0010,1.0000
388511909143666,buy,0.0,0.0010,1.0000
388511959492291,buy,0.0,0.0010,1.0000
388512010526208,buy,0.0,0.0010,1.0000
388512061580375,buy,0.0,0.0010,1.0000
388512112664583,buy,0.0,0.0010,0.9999
388512163737333,buy,0.0,0.0010,1.0000
388512214736583,buy,0.0,0.0010,1.0000
388512265367000,buy,0.0,0.0010,1.0000
388512316469625,buy,0.0,0.0010,0.9999
388512366535916,buy,0.0,0.0010,0.9999
388512416878583,buy,0.0,0.0010,1.0000
388512467608000,buy,0.0,0.0010,1.0000
388512518693875,buy,0.0,0.0010,1.0000
388512569774291,buy,0.0,0.0010,1.0000
388512620892166,buy,0.0,0.0010,1.0000
388512672050250,buy,0.0,0.0010,1.0000
388512723166708,buy,0.0,0.0010,1.0000
388512774459791,buy,0.0,0.0010,1.0000
388512825154000,buy,0.0,0.0010,1.0000
388512875927916,buy,0.0,0.0010,1.0000
388512926973541,buy,0.0,0.0010,0.9935
388512978036291,buy,0.0,0.0010,0.9786
388513029094500,buy,0.0,0.0010,0.9618
388513080165041,buy,0.0,0.0010,0.9618
388513131210750,buy,0.0,0.0010,0.9618
388513182237375,buy,0.0,0.0010,0.6953
388513233267041,buy,0.0,0.0010,0.6953
388513284295541,buy,0.0,0.0010,0.6953
388513335352708,buy,0.0,0.0010,0.6953
388513386404000,buy,0.0,0.0010,0.6953
388513437454166,buy,0.0,0.0010,0.6953
388513488495500,buy,0.0,0.0010,0.6953
388513538941750,buy,0.0,0.0010,0.6953
388513589806166,buy,0.0,0.0010,0.6953
388514199205875,buy,0.0,0.0010,0.9786
388514249394083,buy,0.0,0.0010,0.9786
388514300138000,buy,0.0,0.0010,0.9882
388514351229125,buy,0.0,0.0010,0.9882
388514402118375,buy,0.0,0.0010,0.9882
388514453144958,buy,0.0,0.0010,0.9882
388514504041166,buy,0.0,0.0010,0.9882
388514555082625,buy,0.0,0.0010,0.9882
388514606115833,buy,0.0,0.0010,0.9882
388514657143708,buy,0.0,0.0010,0.9882
388514708176916,buy,0.0,0.0010,0.6953
388514759210916,buy,0.0,0.0010,0.6953
388514810096291,buy,0.0,0.0010,0.8061
388514860974000,buy,0.0,0.0010,0.8061
388514912027333,buy,0.0,0.0010,0.8061
388514963086458,buy,0.0,0.0010,0.8061
388515014150041,buy,0.0,0.0010,0.8061
388515065227625,buy,0.0,0.0010,0.9964
388515116300625,buy,0.0,0.0010,0.9964
388515167343250,buy,0.0,0.0010,0.9964
388515218393250,buy,0.0,0.0010,0.9964
388515269444916,buy,0.0,0.0010,0.9964
388515320426833,buy,0.0,0.0010,0.9882
388515371478458,buy,0.0,0.0010,0.9882
388515422508291,buy,0.0,0.0010,0.9935
388515473551000,buy,0.0,0.0010,0.9935
388515524588791,buy,0.0,0.0010,0.9935
388515575721625,buy,0.0,0.0010,0.6953
388515626741625,buy,0.0,0.0010,0.6953
388515677783166,buy,0.0,0.0010,0.6953
388515728812541,buy,0.0,0.0010,0.6953
388515779835208,buy,0.0,0.0010,0.6953
388515830861583,buy,0.0,0.0010,0.6953
388515881025416,buy,0.0,0.0010,0.6953
388516085206166,buy,0.0,0.0010,0.6953
388516136268208,buy,0.0,0.0010,0.6953
388516187317250,buy,0.0,0.0010,0.6953
388516238353000,buy,0.0,0.0010,0.9997
388516288671041,buy,0.0,0.0010,1.0000
388516339106833,buy,0.0,0.0010,1.0000
388516390135666,buy,0.0,0.0010,1.0000
