timestamp_ns,side,price,qty,confidence
389765078878166,buy,0.0,0.0010,0.9997
389765130357458,buy,0.0,0.0010,0.9997
389765181236500,buy,0.0,0.0010,0.9997
389765231815833,buy,0.0,0.0010,0.9997
389765282545416,buy,0.0,0.0010,0.9997
389765333622625,buy,0.0,0.0010,0.9997
389765384646125,buy,0.0,0.0010,1.0000
389765435721333,buy,0.0,0.0010,1.0000
389765486780291,buy,0.0,0.0010,1.0000
389765537848625,buy,0.0,0.0010,1.0000
389765587935458,buy,0.0,0.0010,0.9980
389765638970500,buy,0.0,0.0010,0.9980
389765689250875,buy,0.0,0.0010,0.9980
389765740320375,buy,0.0,0.0010,0.9980
389765790509291,buy,0.0,0.0010,1.0000
389765840677125,buy,0.0,0.0010,1.0000
389765891131125,buy,0.0,0.0010,1.0000
389765942215791,buy,0.0,0.0010,1.0000
389765992583416,buy,0.0,0.0010,1.0000
389766043833416,buy,0.0,0.0010,1.0000
389766093927291,buy,0.0,0.0010,1.0000
389766144484625,buy,0.0,0.0010,1.0000
389766195598250,buy,0.0,0.0010,1.0000
389766246701750,buy,0.0,0.0010,1.0000
389766297787375,buy,0.0,0.0010,1.0000
389766348868083,buy,0.0,0.0010,1.0000
389766399919625,buy,0.0,0.0010,1.0000
389766450966041,buy,0.0,0.0010,1.0000
389766502027708,buy,0.0,0.0010,1.0000
389766553117708,buy,0.0,0.0010,1.0000
389766604224291,buy,0.0,0.0010,0.9994
389766655315708,buy,0.0,0.0010,0.9935
389766706405708,buy,0.0,0.0010,0.9618
389766757497500,buy,0.0,0.0010,0.9618
389766808880500,buy,0.0,0.0010,0.9618
389766859642541,buy,0.0,0.0010,0.9618
389766910298125,buy,0.0,0.0010,0.9618
389766961359750,buy,0.0,0.0010,0.9618
389767012429333,buy,0.0,0.0010,0.9325
389767063533666,buy,0.0,0.0010,0.8834
389767114628208,buy,0.0,0.0010,0.8834
389767165681208,buy,0.0,0.0010,0.8834
389767573196125,buy,0.0,0.0010,0.6953
389767624300750,buy,0.0,0.0010,0.6953
389767675155250,buy,0.0,0.0010,0.6953
389767726323583,buy,0.0,0.0010,0.6953
389767777404666,buy,0.0,0.0010,0.6953
389767828440958,buy,0.0,0.0010,0.6953
389767879482416,buy,0.0,0.0010,0.6953
389767930559458,buy,0.0,0.0010,0.8061
389767981640750,buy,0.0,0.0010,0.8061
389768032696333,buy,0.0,0.0010,0.8061
389768083761875,buy,0.0,0.0010,0.6953
389768134814083,buy,0.0,0.0010,0.6953
389768185948125,buy,0.0,0.0010,0.6953
389768236919500,buy,0.0,0.0010,0.8061
389768287037375,buy,0.0,0.0010,0.8061
389768337744375,buy,0.0,0.0010,0.9989
389768388362125,buy,0.0,0.0010,0.9999
389768439098125,buy,0.0,0.0010,1.0000
389768489280708,buy,0.0,0.0010,1.0000
389768540376166,buy,0.0,0.0010,1.0000
389768590768250,buy,0.0,0.0010,1.0000
389768641923000,buy,0.0,0.0010,1.0000
389768692312000,buy,0.0,0.0010,1.0000
389768743363708,buy,0.0,0.0010,1.0000
389768794122916,buy,0.0,0.0010,1.0000
389768845200541,buy,0.0,0.0010,0.9994
389768896281125,buy,0.0,0.0010,0.9325
389768947357333,buy,0.0,0.0010,0.9325
389768997426750,buy,0.0,0.0010,0.9325
389769048470541,buy,0.0,0.0010,0.9325
389769099538791,buy,0.0,0.0010,0.8834
389769150419250,buy,0.0,0.0010,0.8834
389769200672875,buy,0.0,0.0010,0.8834
389769251822666,buy,0.0,0.0010,0.9980
389769302921333,buy,0.0,0.0010,0.9980
389769353061375,buy,0.0,0.0010,0.9935
389769404380750,buy,0.0,0.0010,0.9935
389769455471958,buy,0.0,0.0010,0.9935
389769506552125,buy,0.0,0.0010,0.9882
389769557133000,buy,0.0,0.0010,0.9882
389769607612500,buy,0.0,0.0010,0.9935
389769658736041,buy,0.0,0.0010,0.9935
389769709893208,buy,0.0,0.0010,0.9935
389769760997916,buy,0.0,0.0010,0.6953
389769812063500,buy,0.0,0.0010,0.6953
389769863129541,buy,0.0,0.0010,0.6953
389769913412541,buy,0.0,0.0010,0.6953
389769964501916,buy,0.0,0.0010,0.6953
389770015553541,buy,0.0,0.0010,0.6953
389770069280875,buy,0.0,0.0010,1.0000
389770120189125,buy,0.0,0.0010,1.0000
