timestamp_ns,realized_pnl,unrealized_pnl,position_size,entry_price
388739666233750,0.0000,0.0000,0.0880,0.0
388749666583625,0.0000,0.0000,0.0990,0.0
388759666933666,0.0000,0.0000,0.0990,0.0
388769667378375,0.0000,0.0000,0.0990,0.0
388779667632416,0.0000,0.0000,0.0990,0.0
