timestamp_ns,side,price,qty,confidence
388956833441833,buy,0.0,0.0010,0.9325
388956884582375,buy,0.0,0.0010,0.9325
388956935659041,buy,0.0,0.0010,1.0000
388956986370375,buy,0.0,0.0010,1.0000
388957037440291,buy,0.0,0.0010,1.0000
388957088509333,buy,0.0,0.0010,1.0000
388957139425041,buy,0.0,0.0010,1.0000
388957190665000,buy,0.0,0.0010,1.0000
388957241360041,buy,0.0,0.0010,1.0000
388957291561958,buy,0.0,0.0010,1.0000
388957342248416,buy,0.0,0.0010,1.0000
388957393274625,buy,0.0,0.0010,1.0000
388957444298708,buy,0.0,0.0010,1.0000
388957494752250,buy,0.0,0.0010,1.0000
388957545784625,buy,0.0,0.0010,1.0000
388957596336416,buy,0.0,0.0010,1.0000
388957646665166,buy,0.0,0.0010,0.9998
388957697331625,buy,0.0,0.0010,0.9998
388957748356458,buy,0.0,0.0010,0.9998
388957798666541,buy,0.0,0.0010,0.9999
388957849712166,buy,0.0,0.0010,0.9997
388957900398125,buy,0.0,0.0010,0.8834
388957951275083,buy,0.0,0.0010,0.9882
388958002347541,buy,0.0,0.0010,0.9882
388958053415500,buy,0.0,0.0010,0.9882
388958104531791,buy,0.0,0.0010,0.9882
388958155621041,buy,0.0,0.0010,0.9786
388958205867833,buy,0.0,0.0010,0.9935
388958256913666,buy,0.0,0.0010,0.9964
388958307965083,buy,0.0,0.0010,0.9935
388958359004541,buy,0.0,0.0010,0.9882
388958410024166,buy,0.0,0.0010,0.9935
388958461073291,buy,0.0,0.0010,0.9325
388958512128208,buy,0.0,0.0010,0.9786
388958564164583,buy,0.0,0.0010,0.9786
388958615137416,buy,0.0,0.0010,0.9882
388958666173750,buy,0.0,0.0010,0.9935
388958716413333,buy,0.0,0.0010,1.0000
388958767469291,buy,0.0,0.0010,1.0000
388958818531541,buy,0.0,0.0010,1.0000
388958868741833,buy,0.0,0.0010,1.0000
388958919829875,buy,0.0,0.0010,1.0000
388958970913541,buy,0.0,0.0010,1.0000
388959021999375,buy,0.0,0.0010,1.0000
388959073070750,buy,0.0,0.0010,1.0000
388959124119791,buy,0.0,0.0010,1.0000
388959175143500,buy,0.0,0.0010,1.0000
388959225661666,buy,0.0,0.0010,1.0000
388959276081750,buy,0.0,0.0010,1.0000
388959327148000,buy,0.0,0.0010,1.0000
388959378232208,buy,0.0,0.0010,1.0000
388959429299500,buy,0.0,0.0010,1.0000
388959480356208,buy,0.0,0.0010,1.0000
388959530528875,buy,0.0,0.0010,1.0000
388959581342416,buy,0.0,0.0010,1.0000
388959632388708,buy,0.0,0.0010,1.0000
388959683430250,buy,0.0,0.0010,1.0000
388959734487166,buy,0.0,0.0010,1.0000
388959785536083,buy,0.0,0.0010,1.0000
388959836596750,buy,0.0,0.0010,1.0000
388959886843458,buy,0.0,0.0010,1.0000
388959937928166,buy,0.0,0.0010,1.0000
388959989003500,buy,0.0,0.0010,1.0000
388960039058666,buy,0.0,0.0010,1.0000
388960089218500,buy,0.0,0.0010,1.0000
388960140277333,buy,0.0,0.0010,1.0000
388960241517458,buy,0.0,0.0010,0.9882
388960292568250,buy,0.0,0.0010,0.9882
388960343616875,buy,0.0,0.0010,0.9882
388960393932791,buy,0.0,0.0010,0.9935
388960444979041,buy,0.0,0.0010,0.9935
388960495704458,buy,0.0,0.0010,0.9980
388960546726833,buy,0.0,0.0010,0.9980
388960597158916,buy,0.0,0.0010,0.9980
388960648185416,buy,0.0,0.0010,0.9980
388960699153333,buy,0.0,0.0010,0.9980
388960749360916,buy,0.0,0.0010,0.9980
388960800490875,buy,0.0,0.0010,0.9997
388960851558500,buy,0.0,0.0010,0.9998
388960901658375,buy,0.0,0.0010,0.9997
388960951768791,buy,0.0,0.0010,0.9999
388961002837916,buy,0.0,0.0010,0.9999
388961053915250,buy,0.0,0.0010,0.9999
388961105516041,buy,0.0,0.0010,0.9999
388961155847875,buy,0.0,0.0010,0.9999
388961206918000,buy,0.0,0.0010,0.9999
388961257951375,buy,0.0,0.0010,0.9964
388961308992833,buy,0.0,0.0010,0.9882
388961359342875,buy,0.0,0.0010,0.9935
388961409449166,buy,0.0,0.0010,0.9935
388961460362291,buy,0.0,0.0010,0.9325
388961511404416,buy,0.0,0.0010,0.9325
388961562444583,buy,0.0,0.0010,0.9325
388961613494125,buy,0.0,0.0010,0.8834
388961664127750,buy,0.0,0.0010,0.8834
388961715187500,buy,0.0,0.0010,0.8834
388961766228458,buy,0.0,0.0010,0.8834
388961817292625,buy,0.0,0.0010,0.8061
388961867756291,buy,0.0,0.0010,0.6953
388961918139250,buy,0.0,0.0010,0.6953
388961969210458,buy,0.0,0.0010,0.9325
388962019319458,buy,0.0,0.0010,0.9325
388962070371541,buy,0.0,0.0010,0.9325
388962121018583,buy,0.0,0.0010,0.9786
388962171938916,buy,0.0,0.0010,0.9786
388962222992791,buy,0.0,0.0010,0.9786
388962274017750,buy,0.0,0.0010,0.9935
388962325062416,buy,0.0,0.0010,0.9882
388962375815166,buy,0.0,0.0010,0.9882
388962426892833,buy,0.0,0.0010,0.9786
388962478010541,buy,0.0,0.0010,1.0000
388962529039208,buy,0.0,0.0010,1.0000
388962580083541,buy,0.0,0.0010,1.0000
388962630332583,buy,0.0,0.0010,1.0000
388962680396291,buy,0.0,0.0010,1.0000
388962731452833,buy,0.0,0.0010,1.0000
